"class" "buying.vhigh" "buying.high" "buying.med" "buying.low" "doors.2" "doors.3" "doors.4" "doors.5more" "lug_boot.small" "lug_boot.med" "lug_boot.big" "maint.vhigh" "maint.high" "maint.med" "maint.low" "persons.2" "persons.4" "persons.more" "safety.low" "safety.med" "safety.high"
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0
"unacc" 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0
"unacc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0
"unacc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0
"unacc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0
"unacc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1
"unacc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0
"acc" 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0
"acc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0
"acc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0
"acc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0
"acc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0
"unacc" 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0
"unacc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0
"acc" 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0
"acc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0
"acc" 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1
"unacc" 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0
"unacc" 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
"unacc" 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0
