"class" "GLCM_Pan" "Mean_G" "Mean_NIR" "Mean_R" "SD_Plan"
"1" 130.940559 218.111111 538.277778 95.888889 29.570015
"1" 117.971545 223.83871 583.258065 95.935484 29.409626
"1" 133.642857 214.333333 355.904762 95.428571 24.900983
"1" 133.1825 204.6 481.28 96.84 40.273584
"1" 114.013089 239.583333 748.958333 114.25 19.989407
"1" 127.347368 237.785714 709.214286 107.047619 20.717857
"1" 106.333333 229.272727 610.272727 109.181818 22.007512
"1" 143.973822 230.125 707.541667 102.541667 20.123922
"1" 140.959248 233.95 587.75 105.7 21.121731
"1" 113.370629 250.703704 532.407407 132.259259 26.082543
"1" 117.19931 215.010989 676.505495 95.263736 24.559375
"1" 120.351604 227.085106 568.468085 109.531915 26.415183
"1" 121.153506 237.885965 783.77193 112.640351 23.406588
"1" 105.748691 234 638.75 104.75 20.340846
"1" 137.066358 186.317073 357.682927 85.95122 10.836297
"1" 125.788117 194.125 380.982143 89.446429 16.958373
"1" 114.844262 232.391304 509.108696 114.956522 13.053257
"1" 104.241722 222.157895 511.894737 103.684211 17.758303
"1" 119.635417 208.333333 480.333333 91.333333 15.787653
"1" 110.538462 221.111111 538.222222 97.555556 31.248111
"1" 127.939891 219.26087 444.826087 108.26087 14.848447
"1" 137.166052 217.117647 456.705882 97.323529 24.368353
"1" 132.804688 245.25 690.125 115.125 25.332477
"1" 135.191406 228.125 542 104.625 25.329624
"1" 137.688112 204.222222 388.777778 89.533333 22.01555
"1" 124.574219 207.9375 421.1875 92.1875 15.487394
"1" 118.179348 240.086957 648.26087 110.695652 22.088069
"1" 132.06129 227.512821 455.128205 107.076923 16.786551
"1" 130.681035 179.545455 317.818182 80.727273 15.992832
"1" 115.56875 224.3 526.1 104.4 21.334479
"1" 130.27957 190.028571 445.971429 82.285714 20.054131
"1" 128.361588 211.525424 508.525424 96.762712 23.210143
"1" 138.048611 248 725.222222 111.555556 26.228813
"1" 125.94517 227.791667 476.041667 113.5625 16.211653
"1" 138.724138 215.727273 473.272727 99.727273 20.349021
"1" 87.4375 212 538 96 16.132266
"1" 137.842932 220.75 407.5 102.75 12.342058
"1" 112.31003 224.761905 471.476191 113.476191 20.850075
"1" 136.270936 187 340.153846 85.538462 20.938908
"1" 127.259402 212.523077 384.092308 98.692308 21.404728
"1" 113.153543 217.875 452 99.125 13.068181
"1" 122.4875 231.6 569.4 107.8 11.976644
"1" 145.485916 215.888889 499.333333 98.888889 7.475061
"1" 135.096977 215.22 343.94 99.12 15.516817
"1" 133.59375 227 533 107 25.760617
"1" 113.94686 196.615385 480.153846 89.153846 28.798628
"1" 87.3125 199.5 546 88 7.968689
"1" 126.45 209.736842 583.105263 96.315789 10.199669
"1" 136.77044 200.3 570.6 91.6 31.802358
"1" 114.574661 243.964286 466.321429 128.357143 19.619077
"1" 137.305714 237.863636 419.772727 127.863636 24.769182
"1" 159.0875 229.9 358.3 125 9.656086
"1" 115.048077 223.653846 623.5 97.115385 27.037012
"1" 121.646648 220 384.577778 106.622222 14.658516
"1" 119.799145 211 384.733333 96.933333 22.320295
"1" 125.490015 240.341463 435.756098 128.829268 16.669228
"1" 139.917847 191 395.478261 82.26087 18.921887
"1" 124.937107 226.5 706.5 94.5 20.153164
"1" 135.680653 204.981482 303.166667 96.518519 17.965636
"1" 132.75 227.5 631 97 21.36196
"1" 142.508108 234.685714 447.228571 123.685714 18.223689
"1" 127.457237 187.105263 384.210526 75.421053 18.597054
"1" 118.673387 218.548387 558.548387 96.903226 16.014951
"1" 132.817961 236.788462 302.269231 139.865385 20.213752
"1" 137.953704 238.5 391.928571 148.285714 12.436164
"1" 118.389447 255.88 536.8 144.52 21.542665
"1" 141.401575 230.75 517.375 115.875 25.143261
"1" 183.28125 222.5 457 111 4
"1" 119.22629 241.657895 490.81579 128.684211 20.93462
"1" 116.965278 187.833333 362.944444 76.944444 22.956212
"1" 98.301587 229.125 665.625 92.625 12.439227
"1" 134.828656 200.627907 525.511628 86.860465 27.050821
"1" 120.792593 286.196078 437.372549 192.784314 31.081592
"1" 131.673077 229.307692 458.666667 109.717949 23.428209
"1" 138.936364 214.142857 394.857143 98.714286 12.645883
"1" 117.426136 246.818182 327.818182 162.818182 29.014388
"1" 112.152778 258.555556 578.555556 145.333333 31.544452
"1" 125.960036 254.887324 418 147.267606 19.645923
"1" 130.364173 179.625 328.875 76.875 23.327827
"1" 142.925 180 424.7 77.3 17.15838
"1" 127.206278 260.178571 415.464286 161.857143 21.181281
"1" 123.365819 267.133333 466.2 163.8 17.06522
"1" 98.964286 186.714286 491.285714 81.571429 18.062251
"1" 104.7 275.1 462.7 178 41.253
"1" 137.940419 187.641026 471.410256 80.307692 22.548159
"1" 132.994792 191.583333 537.666667 85.083333 21.312123
"1" 111.366492 239.5 427.916667 125 13.652432
"1" 132.335953 205.59375 625.4375 91.40625 25.788029
"1" 124.525263 218.033333 652.516667 94.166667 23.042859
"1" 136.234104 209.727273 627.136364 92.090909 18.576456
"1" 137.275261 248.555556 366.833333 140 19.434362
"1" 135.794454 231.48052 367.662338 128.779221 22.967495
"1" 143.226994 254.645161 437.258065 150.193548 17.01869
"1" 115.900154 248.560976 519.195122 131.268293 24.763486
"1" 117.10582 244.083333 394.666667 131.833333 18.940697
"1" 122.237978 236.078431 403.117647 120.176471 15.614173
"1" 104.34375 251.25 423.25 136 24.489794
"1" 111.309524 225.666667 623.809524 92.047619 19.870784
"1" 136.766212 224.891892 513.081081 97.756757 25.193945
"1" 142.829787 246.333333 487.333333 129.333333 18.60373
"1" 133.171908 237.9 505.033333 119.566667 19.853043
"1" 135.916107 251.789474 515.157895 143.578947 13.465664
"1" 103.925 250.5 472 152 18.179384
"1" 110.642105 209.333333 571.777778 96 22.115368
"1" 135.12605 209.333333 536.466667 94.533333 38.743602
"1" 119.244792 240.25 424 143.916667 16.44245
"1" 135.843818 214.241379 638.103448 102.103448 24.826389
"1" 138.482143 208.413044 460.826087 88.456522 17.490964
"1" 99.1875 250.5 527 135 17.752152
"1" 122.041254 237.394737 415.578947 140.894737 19.679707
"1" 149.596591 242.090909 438.181818 147.636364 12.757108
"1" 137.234375 226.5625 449.5 121.875 18.072662
"1" 124.75 232.607143 489.428571 119.142857 16.82973
"1" 130.034722 245.833333 565.888889 125.888889 14.900364
"1" 124.376128 196.736264 531.659341 85.32967 21.992138
"1" 112.673838 206.342466 567.383562 88.767123 27.817071
"1" 119.345029 255.313954 796.27907 122.383721 19.314808
"1" 104.027859 265.534884 829.162791 121.232558 14.900209
"1" 135.576563 243.925 601.675 109.925 37.473691
"1" 126.996 259.851064 809.170213 123.446809 12.075363
"1" 129.842995 228.076923 551.346154 107.384615 38.527732
"1" 136.600303 203.024096 494.144578 87.590361 21.556773
"1" 113.203125 251.40625 677.5 114.21875 31.666166
"1" 131.555394 185.837209 341.255814 77.953488 22.77009
"1" 112.700627 214.025 603.05 91.45 29.392176
"1" 137.698376 265.222222 814.148148 116.074074 23.392518
"1" 136.519868 216.631579 474.894737 101.421053 24.044626
"1" 136.577206 268.352941 821.352941 118.470588 26.231469
"1" 119.987903 196.967742 485.290323 85.451613 30.437121
"1" 135.039443 241.62963 829.481482 115.444444 14.834894
"1" 114.849246 240.24 888.12 115.68 20.584421
"1" 137.841897 190 309.75 92.75 13.604773
"1" 136.377841 209.5 461.909091 96.772727 25.130568
"1" 131.164773 228.909091 546 103.636364 26.207059
"1" 110.488281 230.0625 543.8125 103.875 26.564706
"1" 128.58724 245.4375 634.104167 112.479167 21.8882
"1" 137.305263 220.666667 494.333333 110 28.388671
"1" 135.409836 194.548387 332.548387 87.612903 21.1577
"1" 110.657658 190.285714 417.071429 78.5 28.794486
"1" 139.218519 256.058824 781 119.705882 33.274365
"1" 103.149606 240.6875 561.8125 117.875 20.719009
"1" 133.451087 247.434783 572.347826 120.173913 20.497406
"1" 127.096429 239.571429 718.771429 109.4 20.810005
"1" 96.113475 233.444444 684.555556 103 9.867017
"1" 107.170455 246 727.454546 114.545455 15.970531
"1" 141.1875 226.333333 568 107 28.871362
"1" 126.883929 262.857143 762.857143 113.857143 46.192145
"1" 113.289474 247.333333 707.416667 110.291667 31.555397
"1" 142.901575 233.953125 582.390625 104.265625 19.922206
"1" 117.114583 235.5 663.75 109 19.035603
"1" 129.776042 224.75 462 101.166667 36.313068
"1" 139.536458 212.25 392 92.833333 29.30965
"1" 141.559702 211.823529 555 93.352941 22.335752
"1" 125.041667 216.166667 550.75 94.583333 25.322606
"1" 113.645833 213 414 99 36.03432
"1" 113.138801 196.6 383.55 84.1 19.721245
"1" 117.796875 211.25 501.875 98.625 30.438206
"1" 144.720588 212.058824 585.294118 90.235294 20.770621
"1" 183.28125 233 616 108 9.5
"1" 153.8125 239.25 538.5 116.25 12.65652
"1" 111.839286 203.142857 575.714286 91.142857 15.67609
"1" 114.213837 228.533333 756.933333 105.466667 25.899914
"1" 116.083333 219.444444 440.666667 99.333333 53.195191
"1" 130.004 186.276596 293.361702 84.148936 25.548381
"1" 129.738502 242.21875 604.71875 111.40625 25.646096
"1" 122.276151 237.6 528.6 115.533333 36.229761
"1" 145.041958 212.5 405.388889 97.888889 17.464691
"1" 124.661307 221.561984 517.347107 101.727273 27.331987
"1" 131.729167 219.619048 686.904762 95.952381 35.15763
"1" 133.204546 229.636364 690.727273 107.636364 30.591145
"1" 144.123853 227.5 633.214286 101 26.911514
"1" 135.047739 237.68 693.96 105.48 32.506344
"1" 114.113464 258.891566 640.73494 127.686747 24.57305
"1" 141.195313 229 708.5 109.5 15.524175
"1" 129.479167 226.555556 571.666667 99.666667 31.159486
"1" 138.463788 206.666667 394.311111 87.488889 23.182944
"1" 139.028344 203.478873 479.239437 86.802817 23.420744
"1" 141.29712 196.3125 556.354167 92.020833 17.118143
"1" 84.0625 168 282.75 75.75 8.75714
"1" 146.95625 255 648.5 126 19.68756
"1" 121.291667 221.333333 520.333333 96.333333 31.928305
"1" 143.538023 191.636364 415.727273 87.151515 25.085455
"1" 117.882952 249.472973 595.337838 123.567568 25.618275
"1" 121.929348 208.73913 706.347826 93.26087 18.719297
"1" 116.274419 227.222222 595.666667 97.703704 22.365342
"1" 104 240 713 107 12.723071
"1" 110.171875 203 364 84 44.815594
"1" 112.609475 227.469388 616.897959 97.346939 24.711379
"1" 139.831897 207.62069 465.965517 94.241379 23.98181
"1" 128.71579 229 794 113.5 23.057898
"1" 128.219879 202.619048 424.666667 87.714286 16.988325
"1" 123.028302 229.4 559.05 112.4 28.970459
"1" 116.250681 230.768116 783.434783 110.57971 18.856771
"1" 145.323529 228.666667 645.066667 101.733333 15.560063
"1" 124.017857 205.857143 460.357143 91.285714 21.349855
"1" 122.712812 219.780822 551.136986 97.054795 32.880068
"1" 112.223014 255.387097 681.725807 122.096774 16.731996
"1" 153.454546 259.857143 657 133.571429 22.225193
"1" 160.447917 260 607 136 14.715827
"1" 138.467262 211.52381 539.666667 91.761905 31.218853
"1" 101.729167 209.833333 537.833333 96.333333 18.576232
"1" 90.613636 227.545455 525.727273 101.818182 17.31669
"1" 117.686164 205.446429 640.196429 89.803571 27.031061
"1" 134.041667 230.666667 760.666667 112 27.908581
"1" 120.96875 206.25 533.4 94.8 32.658039
"1" 146.388393 210.785714 572.785714 99.214286 27.276363
"1" 137.2 214.6 513.742857 98.857143 22.260719
"1" 133.877576 217.269231 733.653846 101.5 21.400382
"1" 162.5 207 690 93 17.701977
"1" 127 226.181818 599 101.909091 25.90925
"1" 126.375767 264.048781 714.243902 124.02439 12.21642
"1" 144.210227 254.636364 622.636364 126.090909 23.752512
"1" 118.470468 228.935484 657.032258 102.290323 29.561133
"1" 140.223684 224.31579 559.684211 105.631579 21.315205
"1" 93.218391 218.636364 739.272727 101.818182 6.863486
"1" 132.193182 217.909091 653.636364 101.090909 44.635901
"1" 118.267857 229.666667 690.714286 105.142857 20.773915
"1" 117.945355 226.956522 611.956522 106.130435 11.331906
"1" 137.6 259.75 692.5 128.125 20.303941
"1" 128.02037 256.676471 676.411765 121.803922 21.061553
"1" 144.566667 256 634.882353 120.941177 31.963322
"1" 112.535777 250.611111 617.305556 114.805556 23.729231
"1" 137.148541 224 448.416667 102.583333 35.727266
"1" 123.022727 215.818182 418 97.727273 33.884222
"1" 137.913613 201.833333 462.166667 90.333333 23.075021
"1" 144.283088 222.823529 601.823529 102.058824 25.148418
"1" 109.116379 215.37931 559.310345 101.793103 27.658526
"1" 147.45946 230.714286 504.428571 108.428571 6.966392
"1" 104.386555 222.066667 687.533333 100.666667 19.881873
"1" 148.640845 233.222222 733.777778 106.111111 22.710741
"1" 110.069264 264.103448 719.448276 123.448276 15.937377
"1" 126.313005 201.714286 596.571429 90.471429 26.085734
"1" 107.479058 239.5 761.833333 104.583333 14.888416
"1" 124.4125 218.6 617.1 103.4 14.754321
"1" 129.229391 201.885714 428.6 92.142857 34.917699
"1" 153.375 208.5 499.25 96.75 19.868316
"1" 137.726721 212.935484 612.096774 95.354839 27.75866
"1" 152.076389 219 653.777778 99.111111 21.110526
"1" 127.892857 222.857143 712.142857 104.428571 15.106425
"1" 116.043706 212.777778 515.666667 95.75 19.157788
"1" 131.331041 232.671875 629.8125 107.953125 18.514115
"1" 154.905063 263.5 701.1 125.1 14.466859
"1" 140.58631 192.809524 343.333333 81.666667 20.728676
"1" 120.639423 206.153846 510 93.230769 18.971171
"1" 163.8375 229.8 625.2 104.6 17.412639
"1" 130.979167 221 601 100 19.815819
"1" 143.36875 221.5 608.9 95.8 29.31399
"1" 137.60179 212.464286 515.5 97.392857 30.311142
"1" 116.669323 265.460317 773.873016 122.888889 16.891649
"1" 162.675 220.6 566.6 99.6 9.792344
"1" 132.867442 201.5 565.833333 84.851852 23.267102
"1" 151.531579 200.083333 612.75 89.166667 32.105187
"1" 124.781818 223.788462 657.653846 95.019231 20.952777
"1" 133.895833 232 678 98 19.014614
"1" 134.055556 208.555556 492.888889 91.444444 22.103014
"1" 131.4975 270.24 757.28 125.72 20.520975
"1" 132.639216 222.78125 671.96875 94.59375 30.101651
"1" 117.780528 223.368421 614.81579 99.026316 33.347993
"1" 125.896414 209.75 477.25 90.25 33.806203
"1" 152.375 197 375 83.6 15.615377
"1" 126.75974 221.034483 491.172414 104.965517 17.7917
"1" 116.396768 229.257143 518.657143 105.4 21.955502
"1" 121.413158 266.25 732.854167 122.166667 14.129793
"1" 125.29718 253.310345 692.103448 116.62069 17.149133
"1" 158.03125 238.75 637.5 109.5 26.042033
"1" 106.048077 229.076923 634.846154 103.923077 31.555718
"1" 97.854167 224.333333 658.583333 93 14.570709
"1" 97.541667 225.444444 687.111111 97.555556 13.089436
"1" 114.84399 213.897959 553.244898 96.346939 28.905986
"1" 118.9375 211.4 515.6 96 23.342022
"1" 136.458333 214 436 104 11.671428
"1" 157.895833 233 519.666667 104.666667 23.25224
"1" 138.935691 212.589744 595.282051 94.384615 24.610283
"1" 142.242188 222.75 609.875 99.125 27.625848
"1" 113.345238 216.904762 539 96.238095 24.60767
"1" 137.716912 210.823529 397.764706 91.882353 25.093872
"1" 134.484561 200.703704 291.296296 85.592593 15.518209
"1" 132.277946 204.714286 344.952381 88.666667 18.466124
"1" 126.468599 205.923077 358.615385 90 26.847586
"1" 165.90625 270 779 123.5 17.378147
"1" 113.828571 269.454546 782.454546 123.090909 11.948668
"1" 139.324766 213.740741 565.925926 96.740741 20.423903
"1" 147.583333 224.333333 627.666667 101.333333 28.674848
"1" 117.6875 238.583333 616.166667 115.041667 21.658332
"1" 114.160511 221.477273 735.340909 96.931818 18.523438
"1" 123.39375 210.05 419.7 90.3 31.75988
"1" 167 267 733 123 10.307764
"1" 115.910667 211.87234 605.085106 95.361702 21.614362
"1" 144.590136 201.783784 502.702703 93.540541 26.431465
"1" 108.15 190.4 477.6 93.2 21.095971
"1" 132.158333 217.466667 584.866667 93.866667 17.940147
"1" 139.6125 211.4 527.5 91.3 26.676769
"1" 107.931818 269.363636 752 122.727273 20.691756
"1" 122.820323 248.301075 688.139785 120.150538 22.913345
"1" 115.455729 214.916667 599.875 99 23.341665
"1" 136.320652 216.826087 474.217391 102.869565 32.918528
"1" 154.4375 254 737 119 30.962679
"1" 121.369231 197.714286 455.897959 85.204082 30.740371
"1" 144.895833 255.083333 639.833333 120.583333 21.468323
"1" 135.763819 225.473684 726.842105 100.210526 26.492407
"1" 123.175 225 733.6 99 22.986953
"1" 131.102757 206.16 497.12 90.08 35.326274
"1" 117.05625 201.3 492 88.8 15.665567
"1" 141.553623 198.409091 444 89.545455 29.20818
"1" 147.765823 211.8 439.6 99.1 21.434785
"1" 107.552083 237 632.5 111 19.955506
"1" 153.569444 196 421 83 13.491653
"1" 131.020896 231.261905 606.761905 108.142857 26.084863
"1" 133.787368 212.566667 632.166667 96.366667 34.412675
"1" 140.817881 204.894737 560.052632 93.105263 16.603741
"1" 143.105469 213.8125 496.8125 96.3125 23.218729
"1" 135.941452 221.259259 619.481482 102.185185 23.307982
"1" 132.94958 201.4 455.333333 89.6 26.985099
"1" 110.207824 215.615385 562.730769 99.230769 24.653006
"1" 115.983553 206.473684 539.263158 90.578947 22.657757
"1" 119.773703 219.457143 512.442857 95.428571 27.003934
"1" 138.8388 210.955224 459.61194 94.343284 28.087244
"1" 121.394922 214.764045 487.348315 97.651685 23.331536
"1" 119.37747 220.40625 545.125 101.9375 19.118846
"1" 117.440044 252.626087 645.130435 125.765217 22.586862
"1" 111.112583 230.842105 744.947368 101.631579 19.240352
"1" 102.924419 226.363636 622.818182 99.909091 14.092962
"1" 105.055556 203.555556 413.888889 89.111111 49.116641
"1" 127.007813 206 444.75 89.25 19.406426
"1" 95.8125 230.625 564.5 97.75 15.825217
"1" 140.800595 210.666667 398.952381 89.619048 28.27521
"1" 114.703065 228.909091 579.484849 102.787879 19.233713
"1" 140.897321 215.071429 530.428571 98.285714 27.087232
"1" 137.867442 210.333333 474.703704 91.925926 24.203753
"1" 131.710197 229.057143 630.8 101.857143 19.527563
"1" 107.413793 219.818182 732.636364 100.090909 10.28519
"1" 132.319444 226.722222 564.833333 101.555556 27.81381
"1" 139.84127 228.5 594.75 105 23.347578
"1" 142.492188 229.1875 571.625 98.625 19.624204
"1" 163.9875 213.6 480.4 100.2 11.016351
"1" 123.672222 235.176471 626.647059 102.823529 18.909638
"1" 116.392405 227.9 583.9 99.85 7.55298
"1" 126.956098 240.262136 644.320388 113.495146 21.356174
"1" 136.355593 215 543.368421 96.342105 23.028481
"1" 143.194079 226.631579 562.684211 99.526316 20.435697
"1" 114.873082 231.044444 653.911111 104.266667 22.266888
"1" 115.505929 232.5 584.4375 99.5625 22.049571
"1" 96.1375 210.8 493.2 95 34.066993
"1" 159.517046 223.636364 556.454546 98.909091 23.853548
"1" 155.027778 226.444444 562 102.555556 17.751369
"1" 165.6875 237 674 115 11.648498
"1" 122.908654 220.615385 596.692308 96.230769 23.367909
"1" 137.578035 221.818182 711.454546 104.090909 18.401401
"1" 123.740484 221.725275 565.516484 99.318681 26.086653
"1" 126.742816 220.159091 528.886364 100.636364 17.735357
"1" 127.60628 212 590.576923 95.692308 34.243386
"1" 111.996504 215.5 567.611111 96.055556 30.307936
"1" 144.648305 221.466667 552.866667 98.2 13.63753
"1" 100.879808 228.230769 595.846154 102.384615 17.022436
"1" 113.848131 249 672.962963 116.185185 25.477228
"1" 125.888554 216.333333 551.476191 101.571429 23.093814
"1" 87.3125 227 576 99 10.222524
"1" 111.746231 233.72 669.76 106.04 22.329747
"1" 105.733032 234.142857 659.142857 102.714286 16.598654
"1" 113.117117 233.714286 571.714286 106.142857 21.022825
"1" 136.175 236.4 561 99 38.535179
"1" 119.603261 221.862069 620.293103 96.62069 25.927761
"1" 139.195402 211.545455 516.909091 99.545455 31.413005
"1" 139.325253 210.483871 496.096774 94.064516 23.336831
"1" 130.875 224 454 97 42.984736
"1" 144.8375 217.666667 546.466667 98.266667 23.924882
"1" 145.2375 226 593 101 31.745236
"1" 137.804688 219 522.25 101.75 14.670868
"1" 145.216019 205.115385 385.923077 92.692308 18.612086
"1" 144.916667 214.833333 494.833333 98.166667 23.287455
"1" 116.5125 212.8 413 99.6 19.414621
"1" 127.971762 213.441177 449.235294 93.382353 25.425364
"1" 101.4625 220.8 530 97.6 31.537914
"1" 110.457237 231 517.842105 100 14.784322
"1" 133.936061 210.22449 428.591837 89.387755 32.621286
"1" 137.739583 228.666667 706 101 23.62026
"1" 129.48996 207.5 294.25 86.5 11.151653
"1" 136.21831 199.111111 483.222222 88.444444 37.046517
"1" 118.125 205.444444 528.222222 91.111111 43.833016
"1" 129.871345 219.181818 594.818182 97.090909 9.412494
"1" 123.245192 208.923077 432.384615 94.076923 25.457471
"1" 130.809264 207.26087 383.173913 92.652174 26.830632
"1" 120.695067 212.285714 438.428571 96 24.883094
"1" 127.875415 240.526316 617.157895 114.342105 25.49814
"1" 117.874074 205.823529 478.823529 88.235294 23.938936
"1" 115.55 213.125 561.125 93.791667 42.949825
"1" 137.291971 229.023256 568.651163 106.697674 17.512817
"1" 111.109375 226 717 100 9.287088
"1" 130.91345 195.592593 422 86.962963 18.439089
"1" 174.958333 216 541 98 7.586538
"1" 162.223214 209 622.428571 89.857143 15.699994
"1" 114.392569 240.820513 688.666667 119.384615 11.313592
"1" 129.45 221.088235 403.411765 100.147059 22.207986
"1" 136.908789 188.868421 279.947368 79.657895 16.888772
"1" 132.929688 195 290.5 84 7.696387
"1" 133.68207 229.823529 730.294118 103.470588 22.92473
"1" 113.736364 202 414.428571 91.142857 5.890151
"1" 118.235294 219.411765 574.294118 104.058824 12.970555
"1" 133.314961 208.875 650.6875 93.9375 19.386589
"1" 113.132813 232.083333 782.958333 106.166667 30.467167
"1" 114.588697 198.95 495.75 91.1 23.416821
"1" 108.548077 211.153846 659.461539 96.384615 21.766648
"1" 131.26935 239.885246 685.139344 116.901639 20.813696
"1" 113.936464 207.608696 363.391304 91.826087 17.618945
"1" 130.371528 203 402.833333 84.888889 32.194672
"1" 123.149729 251.827957 855.752688 114.451613 16.060096
"1" 116.550481 251.615385 883.538462 112.923077 14.976313
"1" 131.128 236 740.5 108 27.693636
"1" 137.059575 211.133333 525.8 98.4 20.503008
"1" 87.910714 233.428571 681 108.428571 11.510421
"1" 141.513726 193 300 81 10.628492
"1" 134.830153 205.272727 563.090909 94.060606 14.725277
"1" 97.848214 248 668 123 12.676509
"1" 109.176136 248.181818 708.545455 125.545455 16.789903
"1" 138.178133 191.411765 348.176471 83.921569 13.638125
"1" 91.075 199 465 93 20.441135
"1" 116.222034 226 763.797297 105.256757 19.838593
"1" 137.289855 195.884615 409.923077 87.807692 18.187062
"1" 113.580357 201.380952 427.571429 88.095238 14.771272
"1" 140.54375 225.95 724.3 101.9 19.578751
"1" 135.129139 258.631579 770.210526 125.684211 13.808745
"1" 115.788691 256.857143 785.428571 125.238095 9.762021
"1" 142.953947 237.894737 811.31579 107.105263 22.062616
"1" 105.421875 250.5 706 122.25 13.864861
"1" 118.862857 206.590909 538.090909 93.909091 21.681961
"1" 143.092683 201.192308 514.807692 88.576923 29.875407
"1" 136.53125 214.125 625.5 94.875 14.87395
"1" 132.881944 253.944444 807.5 119.333333 23.23365
"1" 112.802083 213.583333 586.5 95.333333 24.695929
"1" 143.688679 205.95 542.85 91.5 11.302655
"1" 109.98301 239.961539 834.923077 106.346154 9.364733
"1" 126.652949 262.086957 819.717391 119.26087 12.406493
"1" 132.29235 261.73913 785.608696 123.565217 24.037306
"1" 114.591967 268.194444 886.203704 121.361111 14.22168
"1" 147.1125 268.6 872.8 126 15.84929
"1" 120.597656 205.4375 565.8125 91.25 15.872539
"1" 118.240088 215.241379 646.862069 95.689655 16.116771
"1" 132.71223 216.257143 717.142857 98.542857 20.922403
"1" 132.612595 242.575758 826.272727 111.939394 12.21464
"1" 166.546875 218 732 107 10.963006
"1" 106.39071 259.130435 842.521739 119.782609 17.284017
"1" 121.142857 192.882353 363.558824 81.735294 19.111311
"1" 132.381818 210 489.571429 87.857143 25.037115
"1" 125.610209 214.333333 574.888889 95.407407 20.391908
"1" 146.517857 213.857143 534.857143 92 32.408112
"1" 144.118421 226.947368 647.578947 100.473684 19.215068
"1" 112.169811 199.5 539.45 89.25 16.282736
"1" 109.229167 216.777778 554.333333 91 29.716355
"1" 129.124252 193.380952 486.619048 83.047619 24.013554
"1" 136.493682 205.12 663.133333 90.733333 26.454476
"1" 95.549738 220.791667 619.375 99.291667 14.389425
"1" 113.521484 227.09375 640.71875 100.09375 28.773886
"1" 115.469675 265.895349 877.744186 119.197674 13.493022
"1" 141.841912 265.941176 876.823529 119.411765 25.681574
"1" 132.023224 231.434783 765.021739 101.130435 25.325033
"1" 139.325 252.6 812 113.4 23.760471
"1" 133.190476 199.275862 448.206897 86.896552 32.469541
"1" 132.74375 227.1 635.6 100.35 30.613722
"1" 126.225225 209.428571 590.142857 92.357143 16.179636
"1" 143.281369 178.88 361.7 78.8 13.435014
"1" 111.753906 207.375 650.875 92.125 19.396762
"1" 93.554688 207.25 670 90.75 15.615997
"1" 155.618056 218.888889 698.111111 94.888889 17.237628
"1" 122.871528 240.611111 704.611111 110.111111 20.232598
"1" 126.905512 240.3125 706.8125 111.125 27.892021
"1" 127.120553 201.5 508.125 96.875 30.316495
"1" 139.738636 219.090909 612.5 98.227273 27.844425
"1" 115.460526 220.842105 632.31579 93 35.273683
"1" 127.45283 203.9 520.35 89.5 26.530172
"1" 117.226601 181.588235 364.745098 79.235294 24.434787
"1" 132.429319 182.166667 423 86.583333 27.872104
"1" 132.966912 261.647059 870.705882 105.823529 18.61372
"1" 124.675 202 591 88 40.627085
"1" 113.131086 201.294118 617.941177 87.705882 29.745518
"1" 120.42698 229.490196 761.843137 101.411765 16.92819
"1" 131.742188 214.125 600.25 91.1875 22.599779
"1" 144.178947 192.666667 563.666667 87.666667 25.824595
"1" 142.52963 254.5 871.147059 116.529412 10.154856
"1" 118.770161 206.709677 504.225807 87.322581 41.543353
"1" 149.793651 189.5 407 80.5 16.419786
"1" 122.101266 178.1 404.55 77.8 17.0478
"1" 117.839196 240.28 774.12 103.24 21.020219
"1" 128.114723 238.060606 730.69697 105.939394 28.783796
"1" 141.665272 201.333333 518.85 90.133333 25.864304
"1" 136.590664 199.942857 413.4 83.914286 24.20312
"1" 114.434124 214.873684 699.778947 96.410526 22.805661
"1" 125.890949 200.034483 508.810345 89.931034 24.660145
"1" 133.630952 185 267.5 73 9.594717
"1" 130.522546 178.944444 285.013889 76.847222 13.021231
"1" 144.447552 210.611111 694.111111 92.055556 26.512052
"1" 143.271875 214.75 585.9 90.5 25.717698
"1" 128.46493 179.063492 336.222222 77.52381 16.296494
"1" 139.73224 266.086957 851 119.565217 19.335658
"1" 132.017588 214.96 573.6 94.6 23.592745
"1" 102.976563 195.5 442 91 26.295199
"1" 111.541841 207.466667 591.733333 96 36.102262
"1" 144.25 178.857143 425 81.142857 10.251929
"1" 110.596639 256.266667 838.8 113.866667 11.939849
"1" 118.391608 253.611111 841.166667 117.611111 14.872815
"1" 134.582844 253 836.777778 114.981482 16.273985
"1" 110.0625 221.714286 628 98 25.816464
"1" 119.276786 222.857143 637 100 32.559522
"1" 134.304945 181.652174 408.217391 78.73913 12.064728
"1" 140.430818 195.85 524.4 86.65 11.24322
"1" 121.427083 219.166667 583.291667 93.375 20.157324
"1" 126.8875 204.6 572 92 28.244646
"1" 133.114729 221.358025 717.08642 99.419753 18.604819
"1" 126.127907 203.777778 567.740741 89.518519 20.903725
"1" 118.919028 200.910256 565.384615 86.269231 17.675782
"1" 164.21875 211 678 86 7.245688
"1" 128.93994 206.619048 650.666667 95.380952 17.788376
"1" 140.581722 190.138889 397.277778 84.694444 21.896149
"1" 115.20625 192.4 451.1 78.3 21.672333
