"class" "V1" "V10" "V11" "V12" "V13" "V15" "V16" "V17" "V18" "V19" "V2" "V20" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V3" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V4" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V5" "V6" "V7" "V8" "V9"
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 400 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 109 454 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 874 1 0 0 0 0 0 1 0 0 444 0 0 0 0 0 0 1 31 0 0 0 0 0 0 0 112 505 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 289 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 222 303 1 0 0 0 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 749 1 0 0 1 0 0 1 0 0 300 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 140 424 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 0 1 0 0 0 0 422 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 22 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 1 0 0 624 1 0 0 0 0 0 0 0 0 411 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 91 404 1 0 0 0 0 0 0 0 0 1 0 1 0
"0" 0 0 1 0 0 999 1 0 0 0 0 0 0 0 0 377 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 98 202 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 1 0 0 311 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 59 434 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 383 0 0 0 562 1 0 0 1 0 0 0 0 0 389 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 132 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 1 0 0 562 0 0 0 0 0 0 0 0 0 411 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 112 202 0 1 0 0 0 0 0 0 1 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 1 0 333 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 230 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 375 0 0 0 1 0 0 1 0 0 666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 404 1 0 0 0 0 0 0 1 0 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 488 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 111 605 0 0 0 1 0 1 0 0 0 0 0 1 0
"1" 0 0 1 0 0 812 1 0 0 0 0 0 0 0 0 644 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 133 353 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 322 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 80 101 0 0 0 1 0 0 0 0 0 0 0 0 1
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 377 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 175 505 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 211 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 122 404 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 749 0 0 0 1 0 0 0 1 0 322 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 131 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 1 1 0 0 0 0 0 511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 555 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 114 404 0 0 0 0 0 0 0 0 1 1 0 0 1
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 1 0 233 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 119 202 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 687 0 0 0 1 0 0 0 0 0 366 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 211 404 0 0 0 0 0 0 0 0 1 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 1 0 0 1 0 0 522 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 45 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 0 0 0 0 0 0 0 0 0 622 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 74 404 1 0 0 0 1 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 233 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 93 252 0 0 0 0 0 1 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 289 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 129 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 633 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 168 505 0 0 0 0 0 0 0 1 1 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 400 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 85 353 0 0 0 0 0 1 0 0 1 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 26 404 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 389 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 59 404 1 0 0 0 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 687 1 0 0 0 0 0 0 0 0 366 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 137 626 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 1 466 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 115 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 375 0 0 0 1 0 0 1 0 0 189 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 102 151 0 0 0 0 0 0 0 0 0 0 1 1 0
"1" 0 0 0 0 0 562 1 0 0 1 0 0 0 1 0 555 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 117 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 874 1 0 0 1 0 0 1 0 0 411 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 151 505 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 1 624 1 0 0 0 0 0 0 0 0 355 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 162 605 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 400 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 237 454 1 0 0 0 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 0 0 0 0 0 0 0 0 1 278 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 52 404 0 0 0 0 0 0 0 0 1 0 0 0 0
"0" 0 0 0 0 0 812 1 0 0 0 0 0 0 0 0 422 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 120 505 0 0 0 1 1 0 0 0 0 0 0 1 1
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 522 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 115 373 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 733 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 53 404 1 0 0 0 0 0 0 0 0 0 0 0 0
"1" 0 0 1 0 0 937 1 0 0 0 0 0 0 0 0 466 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 69 727 0 0 0 1 0 0 0 0 0 0 0 0 1
"0" 0 0 0 0 1 375 1 0 0 0 0 0 0 0 0 733 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 295 252 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 710 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 76 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 0 0 0 1 0 0 477 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 101 686 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 0 0 0 0 0 0 333 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 122 858 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 1 0 0 222 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 179 202 0 0 0 0 0 0 0 0 0 0 1 1 0
"1" 0 0 0 0 0 937 1 0 0 1 0 0 0 0 0 355 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 71 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 1 0 0 749 1 0 0 0 0 0 0 0 0 411 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 62 454 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 536 0 0 0 562 1 0 0 1 0 0 1 0 0 411 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 149 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 250 1 0 0 0 0 0 0 0 0 244 0 0 0 0 0 0 1 26 0 0 0 1 0 0 0 181 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 62 0 0 0 1 0 0 0 0 1 555 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 129 404 1 1 0 0 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 377 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 78 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 1 0 1 0 0 0 0 0 366 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 106 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 250 1 1 0 1 0 0 0 0 0 278 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 306 404 0 0 0 0 0 0 0 0 1 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 575 1 0 0 0 0 0 0 1 0 0 0 1 1
"1" 0 0 0 0 0 749 1 0 0 0 1 0 0 0 0 511 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 243 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 73 404 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 877 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 178 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 459 0 0 1 562 0 0 0 1 0 0 0 0 0 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 123 404 0 0 0 1 0 0 0 0 0 0 1 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 722 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 153 404 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 500 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 75 656 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 1 0 0 588 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 232 353 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 0 0 0 0 0 0 0 0 888 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 377 202 0 0 0 1 1 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 937 1 0 0 0 0 0 0 0 0 355 0 0 0 1 0 0 1 150 1 0 0 0 0 0 0 268 404 0 0 0 1 1 0 0 0 0 0 0 0 1
"0" 0 0 0 1 0 624 1 0 0 0 0 0 0 0 0 411 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 117 484 0 0 0 0 0 0 0 0 1 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 0 0 0 1 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 111 353 0 0 0 1 1 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 389 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 72 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 624 1 0 0 1 0 0 0 0 0 189 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 182 161 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 1 0 0 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 86 303 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 1 0 0 455 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 166 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 1 0 0 812 0 0 0 0 0 0 0 0 0 289 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 25 202 1 0 0 0 0 0 0 0 0 0 0 1 1
"1" 0 0 0 1 0 687 1 0 0 0 0 0 0 0 0 555 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 128 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 411 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 163 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 389 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 162 454 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 1 0 211 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 80 505 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 375 1 0 0 1 0 0 0 0 0 377 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 108 353 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 322 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 73 505 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 1 0 0 0 0 0 0 511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 505 0 0 0 1 1 1 0 0 0 0 0 1 0
"1" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 455 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 204 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 874 1 0 0 1 0 0 0 0 0 488 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 111 404 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 344 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 270 505 0 1 0 0 0 0 0 0 1 1 0 1 0
"0" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 404 1 0 0 0 0 1 0 1 0 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 0 1 0 0 0 0 611 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 115 464 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 125 1 0 0 1 0 0 0 0 0 411 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 85 535 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 344 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 102 81 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 125 1 0 0 1 0 0 0 1 0 633 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 78 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 312 0 0 0 1 0 0 0 0 0 500 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 87 404 0 1 0 0 0 0 0 0 1 1 0 0 0
"0" 0 0 0 0 1 500 1 0 0 1 0 0 0 0 0 189 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 78 151 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 749 1 0 0 1 0 0 0 0 0 477 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 195 303 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 266 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 66 373 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 0 1 0 0 0 0 477 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 177 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 1 0 1 0 0 0 0 0 433 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 116 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 1 0 0 355 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 187 454 1 0 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 389 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 109 505 1 0 0 0 0 1 0 0 0 0 0 1 0
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 599 0 0 0 0 0 0 1 150 0 1 0 0 0 0 0 15 605 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 0 366 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 160 404 1 1 0 0 0 0 0 0 0 1 0 1 0
"0" 0 0 0 0 0 812 1 0 0 0 0 0 1 0 0 677 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 80 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 134 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 0 0 1 1 0 0 0 0 0 500 0 0 0 1 0 0 0 52 1 0 0 0 0 0 0 175 404 0 0 0 1 0 0 0 0 0 0 0 0 1
"0" 0 0 0 0 1 562 1 0 0 0 0 0 0 0 0 633 0 0 0 0 0 0 1 31 0 0 0 0 0 0 0 77 404 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 200 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 78 202 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 322 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 249 353 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 250 1 0 0 0 0 0 0 0 0 755 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 162 161 0 0 0 1 1 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 0 0 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 85 121 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 437 0 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 135 242 1 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 0 0 0 0 0 0 466 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 93 454 0 0 0 1 1 1 0 0 0 0 0 1 0
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 577 0 0 0 0 0 0 1 150 0 0 0 0 0 0 0 227 454 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 0 0 0 1 0 0 0 0 1 400 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 133 404 0 1 0 0 0 0 0 0 1 0 0 0 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 222 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 205 303 0 1 0 0 0 0 0 0 0 0 1 1 0
"1" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 0 500 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 255 605 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 0 1 0 0 0 1 477 0 1 0 0 1 0 0 68 0 0 0 0 0 0 0 283 505 1 0 0 0 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 1 0 0 777 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 117 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 187 1 0 0 1 0 0 0 0 0 344 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 120 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 312 1 0 0 0 0 0 0 0 0 466 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 118 404 0 1 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 344 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 107 605 0 0 0 1 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 749 1 0 0 0 0 0 0 0 0 488 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 67 484 0 0 0 1 0 0 0 0 0 0 0 1 1
"1" 0 433 0 0 1 562 1 0 0 1 0 0 0 0 0 400 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 121 605 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 1 624 1 0 0 1 0 0 0 0 0 333 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 210 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 0 1 0 0 233 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 29 303 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 375 0 0 0 1 0 0 0 0 0 200 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 41 303 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 624 0 0 1 0 0 0 0 0 0 566 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 64 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 0 0 266 0 0 0 0 0 0 1 29 0 0 0 0 0 0 0 56 454 0 1 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 562 1 0 0 1 0 0 0 1 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 145 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 0 0 1 1 0 0 0 0 1 311 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 227 404 0 0 0 1 0 0 0 0 0 0 0 0 1
"0" 0 0 0 0 0 624 1 0 0 1 0 0 1 0 0 266 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 162 333 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 422 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 68 404 1 1 0 0 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 599 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 117 404 1 0 0 0 0 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 126 323 0 1 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 1 562 1 0 0 1 0 0 0 0 1 322 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 170 404 0 0 0 0 0 0 0 0 0 0 1 0 0
"0" 0 0 0 0 0 562 1 0 0 0 0 0 0 0 0 644 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 95 505 0 0 0 1 1 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 687 0 0 0 1 0 0 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 218 363 1 0 0 0 0 0 0 0 0 0 0 1 1
"0" 0 0 0 0 0 562 1 0 0 0 0 0 0 0 0 433 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 117 404 0 0 0 1 1 1 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 0 0 0 1 0 1 0 0 0 255 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 118 252 0 1 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 874 0 0 0 1 0 0 1 0 0 400 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 74 404 1 0 0 0 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 624 1 0 0 0 0 0 1 0 0 522 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 36 454 0 0 0 1 0 0 0 0 0 0 0 1 0
"1" 0 0 0 0 0 562 1 0 0 0 0 0 1 0 0 555 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 147 505 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 389 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 224 454 0 0 0 1 0 1 0 0 0 0 0 1 0
"0" 0 436 0 0 1 562 1 0 0 1 0 0 0 0 0 644 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 151 404 0 0 0 1 0 0 0 0 0 0 0 1 0
"0" 0 0 1 0 0 812 1 0 0 0 0 0 0 0 1 366 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 53 404 0 0 0 1 0 0 0 0 0 0 0 0 0
"0" 0 0 0 0 0 749 1 0 0 0 1 0 0 0 0 244 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 140 202 0 1 0 0 0 0 0 0 0 0 1 1 0
"1" 0 0 0 0 0 812 1 0 0 1 0 0 0 0 0 278 0 1 0 0 0 0 0 278 0 0 1 0 0 0 0 69 505 0 0 0 0 0 0 0 0 0 0 1 1 0
"0" 0 0 0 0 0 812 0 0 0 1 0 0 0 0 0 278 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 23 202 0 0 0 0 0 1 0 0 0 0 1 1 0
